CUSTNAME,REGION,PARTNUM,REVENUE,COST,MARGIN
CHIZ BROS INC,02-Central,764562000," $ 1,161 ", $ 257 , $ 904 
CHIZ BROS INC,02-Central,777642000," $ 1,153 ", $ 361 , $ 792 
CHIZ BROS INC,02-Central,754285000," $ 1,145 ", $ 499 , $ 646 
CHIZ BROS INC,02-Central,781800000," $ 1,125 ", $ 596 , $ 529 
CHIZ BROS INC,02-Central,733444200," $ 1,087 ", $ 181 , $ 906 
CHIZ BROS INC,02-Central,739370000," $ 1,086 ", $ 968 , $ 119 
CHIZ BROS INC,02-Central,763991000," $ 1,073 ", $ 275 , $ 798 
CHIZ BROS INC,02-Central,780690000," $ 1,033 ", $ 255 , $ 778 
CHIZ BROS INC,02-Central,770380000," $ 1,016 ", $ 184 , $ 833 
CHIZ BROS INC,02-Central,754265000," $ 1,012 ", $ 465 , $ 547 
CHIZ BROS INC,02-Central,738521000, $ 963 , $ 717 , $ 245 
CHIZ BROS INC,02-Central,793346074, $ 924 , $ 519 , $ 405 
CHIZ BROS INC,02-Central,734900000, $ 891 , $ 344 , $ 548 
CHIZ BROS INC,02-Central,734651200, $ 873 , $ 147 , $ 726 
CHIZ BROS INC,02-Central,738401000, $ 829 , $ 642 , $ 187 
CHIZ BROS INC,02-Central,779958864, $ 800 , $ 529 , $ 270 
CHIZ BROS INC,02-Central,734890000, $ 794 , $ 199 , $ 595 
CHIZ BROS INC,02-Central,726020005, $ 745 , $ 167 , $ 578 
CHIZ BROS INC,02-Central,779989944, $ 744 , $ 679 , $ 65 
CHIZ BROS INC,02-Central,779221000, $ 744 , $ 209 , $ 534 
CHIZ BROS INC,02-Central,741620310, $ 732 , $ 146 , $ 586 
CHIZ BROS INC,02-Central,767970010, $ 717 , $ 6 , $ 711 
CHIZ BROS INC,02-Central,792702000, $ 710 , $ 193 , $ 517 
CHIZ BROS INC,02-Central,741640310, $ 708 , $ 132 , $ 576 
CHIZ BROS INC,02-Central,724311200, $ 698 , $ 154 , $ 544 
CHIZ BROS INC,02-Central,734711100, $ 672 , $ 136 , $ 537 
CHIZ BROS INC,02-Central,792650000, $ 656 , $ 229 , $ 427 
CHIZ BROS INC,02-Central,770580000, $ 652 , $ 169 , $ 483 
CHIZ BROS INC,02-Central,793320074, $ 635 , $ 321 , $ 314 
CHIZ BROS INC,02-Central,779959182, $ 624 , $ 507 , $ 117 
CHIZ BROS INC,02-Central,727000440, $ 614 , $ 122 , $ 492 
CHIZ BROS INC,02-Central,770620100, $ 585 , $ 55 , $ 530 
CHIZ BROS INC,02-Central,764762000, $ 578 , $ 253 , $ 325 
CHIZ BROS INC,02-Central,777650000, $ 535 , $ 285 , $ 250 
CHIZ BROS INC,02-Central,777671000, $ 526 , $ 461 , $ 66 
CHIZ BROS INC,02-Central,734830000, $ 525 , $ 91 , $ 434 
CHIZ BROS INC,02-Central,739290000, $ 524 , $ 215 , $ 309 
CHIZ BROS INC,02-Central,741001000, $ 523 , $ 88 , $ 435 
CHIZ BROS INC,02-Central,779989946, $ 497 , $ 481 , $ 16 
CHIZ BROS INC,02-Central,780501000, $ 494 , $ 233 , $ 262 
CHIZ BROS INC,02-Central,779959804, $ 488 , $ 429 , $ 59 
CHIZ BROS INC,02-Central,779989945, $ 473 , $ 462 , $ 11 
CHIZ BROS INC,02-Central,733505300, $ 465 , $ 78 , $ 387 
CHIZ BROS INC,02-Central,740123000, $ 427 , $ 121 , $ 306 
CHIZ BROS INC,02-Central,779959204, $ 408 , $ 200 , $ 208 
CHIZ BROS INC,02-Central,754067000, $ 397 , $ 125 , $ 272 
CHIZ BROS INC,02-Central,734121000, $ 372 , $ 84 , $ 288 
CHIZ BROS INC,02-Central,792654000, $ 341 , $ 130 , $ 211 
CHIZ BROS INC,02-Central,776131000, $ 340 , $ 252 , $ 88 
CHIZ BROS INC,02-Central,779001000, $ 339 , $ 85 , $ 254 
CHIZ BROS INC,02-Central,739541000, $ 311 , $ 72 , $ 239 
CHIZ BROS INC,02-Central,779957933, $ 286 , $ 217 , $ 69 
CHIZ BROS INC,02-Central,779987255, $ 202 , $ 93 , $ 109 
CHIZ BROS INC,02-Central,776101000, $ 131 , $ 71 , $ 61 
CHIZ BROS INC,02-Central,734611100, $ 131 , $ 27 , $ 104 
CHIZ BROS INC,02-Central,780330000, $ 129 , $ 36 , $ 94 
CHIZ BROS INC,02-Central,779181000, $ 70 , $ 21 , $ 48 
CHIZ BROS INC,02-Central,773591000, $ 44 , $ 13 , $ 31 
CHIZ BROS INC,02-Central,779986450, $ 11 , $ 3 , $ 8 
CHRISTY CATALYTICS LLC,02-Central,777904301, $ 259 , $ 117 , $ 142 
CHRISTY CATALYTICS LLC,02-Central,734830000, $ 246 , $ 45 , $ 201 
CHRISTY INDUSTRIAL SERVIC,02-Central,780650000," $ 6,875 "," $ 2,380 "," $ 4,495 "
CHRISTY INDUSTRIAL SERVIC,02-Central,781500000," $ 5,952 ", $ 962 ," $ 4,990 "
CHRISTY INDUSTRIAL SERVIC,02-Central,754924014," $ 3,840 "," $ 2,301 "," $ 1,539 "
CHRISTY INDUSTRIAL SERVIC,02-Central,718501000," $ 3,075 ", $ 808 ," $ 2,267 "
CHRISTY INDUSTRIAL SERVIC,02-Central,765661000," $ 2,304 ", $ 764 ," $ 1,540 "
CHRISTY INDUSTRIAL SERVIC,02-Central,754864023," $ 1,725 ", $ 916 , $ 809 
CHRISTY INDUSTRIAL SERVIC,02-Central,754327000," $ 1,021 ", $ 416 , $ 605 
CHRISTY INDUSTRIAL SERVIC,02-Central,754864020, $ 916 , $ 392 , $ 523 
CHRISTY INDUSTRIAL SERVIC,02-Central,739761100, $ 854 , $ 362 , $ 492 
CHRISTY REFRACTORIES CO,02-Central,768242007," $ 194,216 "," $ 75,633 "," $ 118,583 "
CHRISTY REFRACTORIES CO,02-Central,766261020," $ 160,372 "," $ 93,951 "," $ 66,421 "
CHRISTY REFRACTORIES CO,02-Central,734990000," $ 58,344 "," $ 10,782 "," $ 47,562 "
CHRISTY REFRACTORIES CO,02-Central,764529600," $ 48,400 "," $ 20,108 "," $ 28,292 "
CHRISTY REFRACTORIES CO,02-Central,733505300," $ 47,145 "," $ 8,133 "," $ 39,012 "
CHRISTY REFRACTORIES CO,02-Central,733721000," $ 12,121 "," $ 2,967 "," $ 9,155 "
CHRISTY REFRACTORIES CO,02-Central,740382150," $ 9,980 "," $ 4,151 "," $ 5,829 "
CHRISTY REFRACTORIES CO,02-Central,737912200," $ 9,197 "," $ 3,440 "," $ 5,757 "
CHRISTY REFRACTORIES CO,02-Central,770570000," $ 5,445 ", $ 477 ," $ 4,968 "
CHRISTY REFRACTORIES CO,02-Central,734151100," $ 4,715 ", $ 992 ," $ 3,723 "
CHRISTY REFRACTORIES CO,02-Central,770220000," $ 4,458 ", $ 415 ," $ 4,043 "
CHRISTY REFRACTORIES CO,02-Central,734173000," $ 4,295 "," $ 1,169 "," $ 3,126 "
CHRISTY REFRACTORIES CO,02-Central,768132210," $ 3,800 "," $ 1,318 "," $ 2,482 "
CHRISTY REFRACTORIES CO,02-Central,733444200," $ 3,621 ", $ 590 ," $ 3,031 "
CHRISTY REFRACTORIES CO,02-Central,735602000," $ 2,990 ", $ 967 ," $ 2,023 "
CHRISTY REFRACTORIES CO,02-Central,764342000," $ 2,736 "," $ 2,247 ", $ 489 
CHRISTY REFRACTORIES CO,02-Central,733383000," $ 2,688 ", $ 456 ," $ 2,232 "
CHRISTY REFRACTORIES CO,02-Central,770240000," $ 2,685 ", $ 279 ," $ 2,406 "
CHRISTY REFRACTORIES CO,02-Central,770260000," $ 2,025 ", $ 211 ," $ 1,814 "
CHRISTY REFRACTORIES CO,02-Central,770200000," $ 1,998 ", $ 209 ," $ 1,789 "
CHRISTY REFRACTORIES CO,02-Central,740382101," $ 1,882 ", $ 758 ," $ 1,124 "
CHRISTY REFRACTORIES CO,02-Central,734162000," $ 1,334 ", $ 564 , $ 770 
CHRISTY REFRACTORIES CO,02-Central,770245000," $ 1,147 ", $ 260 , $ 887 
CHRISTY REFRACTORIES CO,02-Central,774401000," $ 1,076 ", $ 339 , $ 736 
CHRISTY REFRACTORIES CO,02-Central,733211000, $ 754 , $ 160 , $ 594 
CHRISTY REFRACTORIES CO,02-Central,770300000, $ 668 , $ 75 , $ 593 
CHRISTY REFRACTORIES CO,02-Central,733151600, $ 621 , $ 106 , $ 515 
CHRISTY REFRACTORIES CO,02-Central,774311000, $ 621 , $ 377 , $ 244 
CHRISTY REFRACTORIES CO,02-Central,733211050, $ 479 , $ 99 , $ 379 
CHRISTY REFRACTORIES CO,02-Central,733141300, $ 324 , $ 70 , $ 254 
CHRISTY REFRACTORIES CO,02-Central,737902100, $ 287 , $ 67 , $ 220 
CHRISTY REFRACTORIES CO,02-Central,770210000, $ 285 , $ 32 , $ 253 
CHRISTY REFRACTORIES CO,02-Central,734751200, $ 269 , $ 75 , $ 194 
CHRISTY REFRACTORIES CO,02-Central,734711100, $ 263 , $ 54 , $ 208 
CHRISTY REFRACTORIES CO,02-Central,764482000, $ 173 , $ 34 , $ 139 
CLEMSON UNIVERSITY,02-Central,788200010, $ 200 , $ 35 , $ 165 
COLUMBUS RUBBER & GASKET,02-Central,733211000," $ 1,391 ", $ 148 ," $ 1,243 "
COMPOSITE USA,02-Central,733510000, $ 565 , $ 80 , $ 485 
COMPOSITE USA,02-Central,734211200, $ 243 , $ 23 , $ 220 
CONDO ELECTRIC INDUSTRIAL,02-Central,733141300, $ 496 , $ 70 , $ 426 
CONDO ELECTRIC INDUSTRIAL,02-Central,733151600, $ 450 , $ 47 , $ 403 
CONSOLIDATED METAL PRODUC,02-Central,740361701, $ 580 , $ 319 , $ 261 
CONSUTECH SYSTEMS LLC,02-Central,777642000," $ 7,665 "," $ 2,303 "," $ 5,362 "
CORE PIPE,02-Central,724261200, $ 786 , $ 78 , $ 708 
CORMETECH INC,02-Central,770200000, $ 630 , $ 41 , $ 589 
CORVID TECHNOLOGIES,02-Central,777642000, $ 143 , $ 50 , $ 93 
"CPP - CLEVELAND, INC.",02-Central,764781000," $ 22,243 "," $ 5,719 "," $ 16,524 "
"CPP - CLEVELAND, INC.",02-Central,764461006," $ 15,028 "," $ 4,749 "," $ 10,279 "
CREATIVE ENGINEERS,02-Central,764901000," $ 1,276 ", $ 48 ," $ 1,227 "
CROWN BATTERY MFG. CO.,02-Central,733151500," $ 1,372 ", $ 149 ," $ 1,223 "
CYTEC,02-Central,723960000," $ 98,699 "," $ 27,781 "," $ 70,918 "
CYTEC,02-Central,734000008," $ 1,701 ", $ 363 ," $ 1,338 "
CYTEC,02-Central,720219100," $ 1,339 ", $ 40 ," $ 1,299 "
CYTEC,02-Central,734000006," $ 1,182 ", $ 159 ," $ 1,023 "
DANSER INC,02-Central,727000140," $ 207,545 "," $ 88,727 "," $ 118,818 "
DANSER INC,02-Central,763991000," $ 177,679 "," $ 123,198 "," $ 54,481 "
DANSER INC,02-Central,734910000," $ 41,999 "," $ 11,524 "," $ 30,474 "
DANSER INC,02-Central,734830000," $ 11,152 "," $ 1,518 "," $ 9,634 "
DANSER INC,02-Central,734311100," $ 1,029 ", $ 101 , $ 928 
DANSER INC,02-Central,770220000, $ 690 , $ 56 , $ 634 
DANSER INC,02-Central,770200000, $ 486 , $ 42 , $ 444 
DARK CORNER GLASS,02-Central,737321000," $ 1,551 ", $ 214 ," $ 1,337 "
DATA CENTER RESOURCES LLC,02-Central,735751000," $ 2,002 ", $ 622 ," $ 1,380 "
DATA CENTER RESOURCES LLC,02-Central,735751020, $ 704 , $ 261 , $ 443 
DAVIS SALES AGENCY,02-Central,738561000," $ 10,530 "," $ 3,930 "," $ 6,600 "
DEAS CONSTRUCTION,02-Central,739741100, $ 386 , $ 168 , $ 217 
DECATUR RUBBER & GASKET,02-Central,770510000, $ 940 , $ 41 , $ 899 
DECATUR RUBBER & GASKET,02-Central,770200000, $ 666 , $ 42 , $ 624 
DECATUR RUBBER & GASKET,02-Central,733444200, $ 332 , $ 35 , $ 297 
DELTA REFRACTORIES,02-Central,766121000," $ 20,000 "," $ 10,900 "," $ 9,100 "
DELTA REFRACTORIES,02-Central,734950000," $ 4,540 "," $ 1,131 "," $ 3,409 "
DELTA REFRACTORIES,02-Central,764821000," $ 4,260 "," $ 1,843 "," $ 2,417 "
DELTA REFRACTORIES,02-Central,764901000," $ 2,712 ", $ 517 ," $ 2,195 "
DELTA REFRACTORIES,02-Central,766081010," $ 1,320 ", $ 545 , $ 775 
DELTA REFRACTORIES,02-Central,740402402, $ 815 , $ 194 , $ 621 
DELTA REFRACTORIES,02-Central,734851000, $ 380 , $ 91 , $ 289 
DELTA REFRACTORIES,02-Central,733141300, $ 336 , $ 78 , $ 258 
DELTA REFRACTORIES,02-Central,733151600, $ 324 , $ 53 , $ 271 
DENTSPLY CERAMCO,02-Central,734311100," $ 2,800 ", $ 330 ," $ 2,470 "
DENTSPLY CERAMCO,02-Central,734211200," $ 1,344 ", $ 137 ," $ 1,207 "
DIAMOND POWER INT'L. INC.,02-Central,727000140," $ 3,242 ", $ 284 ," $ 2,957 "
DIELECTRIC SOLUTIONS LLC,02-Central,733403100," $ 1,107 ", $ 93 ," $ 1,014 "
DILLON SUPPLY COMPANY,02-Central,770290000," $ 2,939 ", $ 239 ," $ 2,700 "
DILLON SUPPLY,02-Central,770290000," $ 3,918 ", $ 319 ," $ 3,599 "
DISTRIBUTION INT'L.,02-Central,735602000," $ 384,858 "," $ 133,533 "," $ 251,325 "
DISTRIBUTION INT'L.,02-Central,735602110," $ 163,798 "," $ 61,560 "," $ 102,239 "
DISTRIBUTION INT'L.,02-Central,764521030," $ 114,990 "," $ 66,785 "," $ 48,205 "
DISTRIBUTION INT'L.,02-Central,764521000," $ 75,605 "," $ 28,435 "," $ 47,170 "
DISTRIBUTION INT'L.,02-Central,764522000," $ 26,152 "," $ 9,226 "," $ 16,926 "
DISTRIBUTION INT'L.,02-Central,768111200," $ 17,712 "," $ 6,791 "," $ 10,921 "
DISTRIBUTION INT'L.,02-Central,735750000," $ 17,623 "," $ 7,140 "," $ 10,483 "
DISTRIBUTION INT'L.,02-Central,768111220," $ 17,064 "," $ 8,545 "," $ 8,519 "
DISTRIBUTION INT'L.,02-Central,764906000," $ 6,336 "," $ 2,330 "," $ 4,006 "
DISTRIBUTION INT'L.,02-Central,734830000," $ 4,554 ", $ 768 ," $ 3,786 "
DISTRIBUTION INT'L.,02-Central,735752000," $ 2,662 "," $ 1,031 "," $ 1,631 "
DISTRIBUTION INT'L.,02-Central,739561100," $ 2,339 ", $ 800 ," $ 1,539 "
DISTRIBUTION INT'L.,02-Central,733211050," $ 2,036 ", $ 621 ," $ 1,414 "
DISTRIBUTION INT'L.,02-Central,733511000," $ 1,550 "," $ 1,504 ", $ 46 
DISTRIBUTION INT'L.,02-Central,764601000," $ 1,224 ", $ 425 , $ 799 
DISTRIBUTION INT'L.,02-Central,733725500," $ 1,152 ", $ 589 , $ 563 
DISTRIBUTION INT'L.,02-Central,764602000, $ 955 , $ 318 , $ 637 
DISTRIBUTION INT'L.,02-Central,734151100, $ 832 , $ 187 , $ 645 
DISTRIBUTION INT'L.,02-Central,735602010, $ 813 , $ 471 , $ 342 
DISTRIBUTION INT'L.,02-Central,733671000, $ 486 , $ 113 , $ 373 
DISTRIBUTION INT'L.,02-Central,739741100, $ 437 , $ 337 , $ 100 
DISTRIBUTION INT'L.,02-Central,739370000, $ 388 , $ 276 , $ 112 
DISTRIBUTION INT'L.,02-Central,777601000, $ 288 , $ 59 , $ 229 
DISTRIBUTION INT'L.,02-Central,770220000, $ 259 , $ 27 , $ 231 
DISTRIBUTION INT'L.,02-Central,733211000, $ 201 , $ 53 , $ 148 
DISTRIBUTION INT'L.,02-Central,764901000, $ 183 , $ 64 , $ 119 
DISTRIBUTION INT'L.,02-Central,734900000, $ 172 , $ 58 , $ 114 
DISTRIBUTION INT'L.,02-Central,768231000, $ 165 , $ 54 , $ 111 
DIVERSIFIED INSULATION,02-Central,735602000," $ 48,384 "," $ 16,461 "," $ 31,923 "
DIVERSIFIED INSULATION,02-Central,768241000," $ 44,998 "," $ 12,501 "," $ 32,497 "
DIVERSIFIED INSULATION,02-Central,768231000," $ 24,155 "," $ 6,627 "," $ 17,528 "
DIVERSIFIED INSULATION,02-Central,768750000," $ 1,394 ", $ 149 ," $ 1,245 "
DIVERSIFIED INSULATION,02-Central,735602110, $ 840 , $ 263 , $ 577 
DIVERSIFIED INSULATION,02-Central,764901073, $ 141 , $ 73 , $ 68 
DOMTAR A.W. LLC,02-Central,733525500," $ 1,460 ", $ 141 ," $ 1,319 "
DOUGLAS MACHINES CORP.,02-Central,733211050," $ 3,740 ", $ 422 ," $ 3,318 "
DUMORE ENTERPRISES LTD,02-Central,733211000, $ 912 , $ 95 , $ 817 
DURR SYSTEMS INC.,02-Central,777904301," $ 18,130 "," $ 8,223 "," $ 9,907 "
DURR SYSTEMS INC.,02-Central,784140000," $ 8,866 "," $ 4,101 "," $ 4,766 "
DURR SYSTEMS INC.,02-Central,780250000," $ 7,310 "," $ 3,711 "," $ 3,599 "
DURR SYSTEMS INC.,02-Central,779959184," $ 1,792 ", $ 808 , $ 984 
DURR SYSTEMS INC.,02-Central,764821000," $ 1,375 ", $ 344 ," $ 1,031 "
DURR SYSTEMS INC.,02-Central,780501000, $ 233 , $ 116 , $ 116 
DURR SYSTEMS INC.,02-Central,779956599, $ 36 , $ 29 , $ 7 
DeANGELO,02-Central,770200000," $ 4,284 ", $ 297 ," $ 3,987 "
E I DUPONT DE NEMOURS &,02-Central,724071900," $ 12,621 "," $ 1,776 "," $ 10,845 "
E I DUPONT DE NEMOURS &,02-Central,733505100," $ 1,600 ", $ 180 ," $ 1,420 "
E TIP INC.,02-Central,733211000, $ 456 , $ 47 , $ 409 
E.I.DUPONT DE NEMOURS&CO,02-Central,724071900," $ 8,714 "," $ 1,173 "," $ 7,541 "
E.I.DUPONT DE NEMOURS&CO,02-Central,733505100," $ 2,295 ", $ 248 ," $ 2,047 "
E.I.DUPONT DE NEMOURS&CO,02-Central,733464500, $ 298 , $ 30 , $ 268 
E.K.S. PARTS INC.,02-Central,734900000," $ 48,688 "," $ 2,270 "," $ 46,418 "
E.K.S. PARTS INC.,02-Central,734311100," $ 9,174 "," $ 2,022 "," $ 7,151 "
EAST COAST METAL,02-Central,735602000," $ 23,626 "," $ 5,878 "," $ 17,748 "
"EB AIRFOILS, LLC",02-Central,739641100, $ 927 , $ 275 , $ 652 
"EB AIRFOILS, LLC",02-Central,764342000, $ 859 , $ 47 , $ 812 
EBERBACH CORP,02-Central,764821000, $ 430 , $ 15 , $ 415 
EBNER FURNACES INC,02-Central,777902700," $ 34,307 "," $ 15,547 "," $ 18,760 "
ECONOMY DIE & GASKET,02-Central,733464400," $ 4,382 ", $ 607 ," $ 3,775 "
ECONOMY DIE & GASKET,02-Central,733444100," $ 1,028 ", $ 245 , $ 783 
ECONOMY DIE & GASKET,02-Central,733423600, $ 371 , $ 45 , $ 326 
EDEN PARK ILLUMINATION,02-Central,739390000," $ 2,103 ", $ 495 ," $ 1,609 "
EFFICIENT MACHINE PRODUCT,02-Central,740382101," $ 2,635 ", $ 846 ," $ 1,790 "
EISENMANN CORPORATION,02-Central,779952186," $ 202,744 "," $ 154,554 "," $ 48,190 "
EISENMANN CORPORATION,02-Central,779952185," $ 53,820 "," $ 34,420 "," $ 19,400 "
EISENMANN CORPORATION,02-Central,764822000," $ 30,212 "," $ 11,564 "," $ 18,648 "
EISENMANN CORPORATION,02-Central,777642000," $ 5,994 "," $ 2,719 "," $ 3,275 "
EISENMANN CORPORATION,02-Central,764901000," $ 3,900 "," $ 1,922 "," $ 1,978 "
EISENMANN CORPORATION,02-Central,739781100," $ 2,820 "," $ 1,143 "," $ 1,678 "
EISENMANN CORPORATION,02-Central,739390000," $ 2,786 "," $ 1,941 ", $ 845 
EISENMANN CORPORATION,02-Central,779958696," $ 1,027 ", $ 700 , $ 327 
EISENMANN CORPORATION,02-Central,764561000, $ 810 , $ 222 , $ 588 
EISENMANN CORPORATION,02-Central,789180000, $ 694 , $ 232 , $ 462 
EISENMANN CORPORATION,02-Central,764601000, $ 688 , $ 213 , $ 475 
EISENMANN CORPORATION,02-Central,734611100, $ 618 , $ 217 , $ 401 
EISENMANN CORPORATION,02-Central,773450100, $ 497 , $ 121 , $ 376 
EISENMANN CORPORATION,02-Central,764521000, $ 457 , $ 146 , $ 310 
EISENMANN CORPORATION,02-Central,739451000, $ 420 , $ 232 , $ 188 
EISENMANN CORPORATION,02-Central,779985087, $ 166 , $ 63 , $ 103 
EISENMANN CORPORATION,02-Central,780190000, $ 129 , $ 112 , $ 17 
EISENMANN CORPORATION,02-Central,771910510, $ 125 , $ 43 , $ 82 
EISENMANN CORPORATION,02-Central,773450200, $ 83 , $ 160 , $ -77 
ELECTRO-FERRO CENTROL SAC,02-Central,733464600," $ 5,512 ", $ 814 ," $ 4,698 "
ELECTROCHEMICAL SYSTEMS,02-Central,738401000, $ 655 , $ 141 , $ 515 
EMPIRE COMFORT SYSTEM,02-Central,726020019," $ 94,264 "," $ 52,499 "," $ 41,765 "
EMPIRE COMFORT SYSTEM,02-Central,726020018," $ 15,045 "," $ 7,750 "," $ 7,295 "
EMPIRE COMFORT SYSTEM,02-Central,738601000," $ 6,308 "," $ 4,890 "," $ 1,418 "
EMPIRE COMFORT SYSTEM,02-Central,777601000, $ 639 , $ 131 , $ 508 
EMPIRE COMFORT SYSTEM,02-Central,777642000, $ 281 , $ 82 , $ 199 
EMPIRE COMFORT SYSTEM,02-Central,734900000, $ 135 , $ 38 , $ 96 
ENGINEERED PRODUCTS CO.,02-Central,735602000," $ 27,390 "," $ 8,574 "," $ 18,816 "
ENGINEERED PRODUCTS CO.,02-Central,764821000," $ 1,900 ", $ 626 ," $ 1,274 "
ENGINETICS AEROSPACE,02-Central,740283502," $ 1,681 ", $ 220 ," $ 1,460 "
ENGINETICS AEROSPACE,02-Central,733525400," $ 1,505 ", $ 148 ," $ 1,357 "
ENGINETICS AEROSPACE,02-Central,733444200, $ 696 , $ 77 , $ 619 
ENSER CORPORATION,02-Central,740382201," $ 4,460 "," $ 1,202 "," $ 3,258 "
ENSER CORPORATION,02-Central,740402402," $ 3,173 ", $ 628 ," $ 2,544 "
ENVIRACARBON,02-Central,734900000, $ 432 , $ 77 , $ 355 
ENVIRONEX INC,02-Central,764342000, $ 893 , $ 46 , $ 847 
ENVIRONEX INC,02-Central,764301000, $ 670 , $ 37 , $ 633 
"ENVIRONMENTAL SERVICES,",02-Central,770560000," $ 3,306 ", $ 258 ," $ 3,048 "
ERICO INTERNATIONAL CORP.,02-Central,770218000," $ 23,760 "," $ 3,172 "," $ 20,588 "
ERIKS MIDWEST INC.,02-Central,733211000, $ 935 , $ 101 , $ 834 
ESCO TURBINE TECHNOLOGIES,02-Central,764781000," $ 75,408 "," $ 20,411 "," $ 54,997 "
ESCO TURBINE TECHNOLOGIES,02-Central,764461006," $ 61,591 "," $ 19,661 "," $ 41,930 "
ESSEX GROUP,02-Central,733211000," $ 1,188 ", $ 201 , $ 987 
ESSEX GROUP,02-Central,739741100, $ 857 , $ 337 , $ 520 
ESTERLINE,02-Central,739781100," $ 18,046 "," $ 7,072 "," $ 10,975 "
ESTERLINE,02-Central,739741100," $ 5,075 "," $ 1,785 "," $ 3,290 "
ESTERLINE,02-Central,739561200," $ 2,440 ", $ 456 ," $ 1,984 "
ESTERLINE,02-Central,739561000, $ 492 , $ 86 , $ 406 
ESTERLINE,02-Central,793000000, $ 394 , $ 23 , $ 371 
ESTES REFRACTORY SALES &,02-Central,770560000," $ 5,988 ", $ 358 ," $ 5,630 "
ESTES REFRACTORY SALES &,02-Central,764901000," $ 2,350 ", $ 641 ," $ 1,709 "
ESTES REFRACTORY SALES &,02-Central,733464500, $ 524 , $ 130 , $ 394 
ETS SCHAEFER,02-Central,766121132," $ 915,896 "," $ 529,020 "," $ 386,875 "
ETS SCHAEFER,02-Central,766121133," $ 350,514 "," $ 172,031 "," $ 178,482 "
ETS SCHAEFER,02-Central,764521100," $ 322,646 "," $ 153,946 "," $ 168,700 "
ETS SCHAEFER,02-Central,733151500," $ 296,345 "," $ 50,673 "," $ 245,672 "
ETS SCHAEFER,02-Central,764827010," $ 233,397 "," $ 99,022 "," $ 134,375 "
ETS SCHAEFER,02-Central,768221010," $ 187,937 "," $ 76,931 "," $ 111,006 "
ETS SCHAEFER,02-Central,764903100," $ 94,403 "," $ 41,679 "," $ 52,724 "
ETS SCHAEFER,02-Central,765665100," $ 79,582 "," $ 32,509 "," $ 47,073 "
ETS SCHAEFER,02-Central,764261100," $ 79,453 "," $ 49,609 "," $ 29,844 "
ETS SCHAEFER,02-Central,764462510," $ 61,019 "," $ 39,665 "," $ 21,354 "
ETS SCHAEFER,02-Central,764785100," $ 44,280 "," $ 24,541 "," $ 19,739 "
ETS SCHAEFER,02-Central,764265110," $ 42,515 "," $ 23,942 "," $ 18,573 "
ETS SCHAEFER,02-Central,764264052," $ 34,132 "," $ 23,788 "," $ 10,344 "
ETS SCHAEFER,02-Central,770230000," $ 31,095 "," $ 3,326 "," $ 27,768 "
ETS SCHAEFER,02-Central,764901054," $ 30,767 "," $ 13,552 "," $ 17,215 "
ETS SCHAEFER,02-Central,766121007," $ 28,680 "," $ 16,933 "," $ 11,747 "
ETS SCHAEFER,02-Central,737912200," $ 23,533 "," $ 5,005 "," $ 18,527 "
ETS SCHAEFER,02-Central,764824002," $ 22,558 "," $ 9,783 "," $ 12,775 "
ETS SCHAEFER,02-Central,764828710," $ 21,197 "," $ 8,089 "," $ 13,108 "
ETS SCHAEFER,02-Central,764829200," $ 19,960 "," $ 8,532 "," $ 11,428 "
ETS SCHAEFER,02-Central,764345053," $ 17,017 "," $ 11,142 "," $ 5,875 "
ETS SCHAEFER,02-Central,793540000," $ 14,553 "," $ 4,417 "," $ 10,136 "
ETS SCHAEFER,02-Central,764266501," $ 14,254 "," $ 8,023 "," $ 6,232 "
ETS SCHAEFER,02-Central,733464500," $ 14,049 "," $ 2,157 "," $ 11,892 "
ETS SCHAEFER,02-Central,766122006," $ 13,365 "," $ 7,738 "," $ 5,627 "
ETS SCHAEFER,02-Central,764762200," $ 12,964 "," $ 7,342 "," $ 5,622 "
ETS SCHAEFER,02-Central,734900000," $ 12,039 "," $ 4,669 "," $ 7,370 "
ETS SCHAEFER,02-Central,734851000," $ 11,343 "," $ 2,421 "," $ 8,922 "
ETS SCHAEFER,02-Central,764787102," $ 10,613 "," $ 5,964 "," $ 4,649 "
ETS SCHAEFER,02-Central,766121612," $ 10,332 "," $ 6,438 "," $ 3,894 "
ETS SCHAEFER,02-Central,764902010," $ 8,952 "," $ 3,634 "," $ 5,318 "
ETS SCHAEFER,02-Central,764261610," $ 8,579 "," $ 4,921 "," $ 3,658 "
ETS SCHAEFER,02-Central,777601000," $ 8,380 "," $ 2,237 "," $ 6,142 "
ETS SCHAEFER,02-Central,733211050," $ 8,101 "," $ 1,746 "," $ 6,355 "
ETS SCHAEFER,02-Central,733211000," $ 7,085 "," $ 1,444 "," $ 5,640 "
ETS SCHAEFER,02-Central,766122000," $ 6,265 "," $ 4,027 "," $ 2,238 "
ETS SCHAEFER,02-Central,764561200," $ 6,235 "," $ 3,327 "," $ 2,908 "
ETS SCHAEFER,02-Central,764483200," $ 5,983 "," $ 3,937 "," $ 2,047 "
ETS SCHAEFER,02-Central,764601051," $ 5,483 "," $ 3,067 "," $ 2,415 "
ETS SCHAEFER,02-Central,764821000," $ 5,222 "," $ 2,192 "," $ 3,030 "
ETS SCHAEFER,02-Central,734910000," $ 4,902 "," $ 1,156 "," $ 3,746 "
